SN,Easting,Northing,Bed width,Bank slope,Bed elevation,Type
1017,616080.49,3096988.063,5.2,0,632.054,Normal
1018,616080.448,3096987.064,5.2,0,632.0535,Normal
1019,616080.405,3096986.065,5.2,0,632.053,Normal
1020,616080.363,3096985.066,5.2,0,632.0525,Normal
1021,616080.321,3096984.067,5.2,0,632.052,Normal
1022,616080.279,3096983.068,5.2,0,632.0515,Normal
1023,616080.236,3096982.068,5.2,0,632.051,Normal
1024,616080.194,3096981.069,5.2,0,632.0505,Normal
1025,616080.152,3096980.07,5.2,0,632.05,Normal
1026,616080.11,3096979.071,5.2,0,632.0495,Normal
1027,616080.067,3096978.072,5.2,0,632.049,Normal
1028,616080.025,3096977.073,5.2,0,632.0485,Normal
1029,616079.983,3096976.074,5.2,0,632.048,Normal
1030,616079.941,3096975.075,5.2,0,632.0475,Normal
1031,616079.898,3096974.076,5.2,0,632.047,Normal
1032,616079.856,3096973.076,5.2,0,632.0465,Normal
1033,616079.814,3096972.077,5.2,0,632.046,Normal
1034,616079.771,3096971.078,5.2,0,632.0455,Normal
1035,616079.729,3096970.079,5.2,0,632.045,Normal
1036,616079.687,3096969.08,5.2,0,632.0445,Normal
1037,616079.645,3096968.081,5.2,0,632.044,Normal
1038,616079.602,3096967.082,5.2,0,632.0435,Normal
1039,616079.56,3096966.083,5.2,0,632.043,Normal
1040,616079.518,3096965.084,5.2,0,632.0425,Normal
1041,616079.476,3096964.084,5.2,0,632.042,Normal
1042,616079.433,3096963.085,5.2,0,632.0415,Normal
1043,616079.391,3096962.086,5.2,0,632.041,Normal
1044,616079.349,3096961.087,5.2,0,632.0405,Normal
1045,616079.307,3096960.088,5.2,0,632.04,Normal
1046,616079.264,3096959.089,5.2,0,632.0395,Normal
1047,616079.222,3096958.09,5.2,0,632.039,Normal
1048,616079.18,3096957.091,5.2,0,632.0385,Normal
1049,616079.138,3096956.092,5.2,0,632.038,Normal
1050,616079.095,3096955.093,5.2,0,632.0375,Normal
1051,616079.053,3096954.093,5.2,0,632.037,Normal
1052,616079.011,3096953.094,5.2,0,632.0365,Normal
1053,616078.969,3096952.095,5.2,0,632.036,Normal
1054,616078.926,3096951.096,5.2,0,632.0355,Normal
1055,616078.884,3096950.097,5.2,0,632.035,Normal
1056,616078.842,3096949.098,5.2,0,632.0345,Normal
1057,616078.8,3096948.099,5.2,0,632.034,Normal
1058,616078.757,3096947.1,5.2,0,632.0335,Normal
1059,616078.715,3096946.101,5.2,0,632.033,Normal
1060,616078.673,3096945.101,5.2,0,632.0325,Normal
1061,616078.63,3096944.102,5.2,0,632.032,Normal
1062,616078.588,3096943.103,5.2,0,632.0315,Normal
1063,616078.546,3096942.104,5.2,0,632.031,Normal
1064,616078.504,3096941.105,5.2,0,632.0305,Normal
1065,616078.461,3096940.106,5.2,0,632.03,Normal
1066,616078.419,3096939.107,5.2,0,632.0295,Normal
1067,616078.377,3096938.108,5.2,0,632.029,Normal
1068,616078.335,3096937.109,5.2,0,632.0285,Normal
1069,616078.292,3096936.109,5.2,0,632.028,Normal
1070,616078.25,3096935.11,5.2,0,632.0275,Normal
1071,616078.208,3096934.111,5.2,0,632.027,Normal
1072,616078.166,3096933.112,5.2,0,632.0265,Normal
1073,616078.123,3096932.113,5.2,0,632.026,Normal
1074,616078.081,3096931.114,5.2,0,632.0255,Normal
1075,616078.039,3096930.115,5.2,0,632.025,Normal
1076,616077.997,3096929.116,5.2,0,632.0245,Normal
1077,616077.954,3096928.117,5.2,0,632.024,Normal
1078,616077.912,3096927.118,5.2,0,632.0235,Normal
1079,616077.87,3096926.118,5.2,0,632.023,Normal
1080,616077.828,3096925.119,5.2,0,632.0225,Normal
1081,616077.785,3096924.12,5.2,0,632.022,Normal
1082,616077.743,3096923.121,5.2,0,632.0215,Normal
1083,616077.701,3096922.122,5.2,0,632.021,Normal
1084,616077.659,3096921.123,5.2,0,632.0205,Normal
1085,616077.616,3096920.124,5.2,0,632.02,Normal
1086,616077.574,3096919.125,5.2,0,632.0195,Normal
1087,616077.532,3096918.126,5.2,0,632.019,Normal
1088,616077.489,3096917.126,5.2,0,632.0185,Normal
1089,616077.447,3096916.127,5.2,0,632.018,Normal
1090,616077.405,3096915.128,5.2,0,632.0175,Normal
1091,616077.363,3096914.129,5.2,0,632.017,Normal
1092,616077.32,3096913.13,5.2,0,632.0165,Normal
1093,616077.278,3096912.131,5.2,0,632.016,Normal
1094,616077.236,3096911.132,5.2,0,632.0155,Normal
1095,616077.194,3096910.133,5.2,0,632.015,Normal
1096,616077.151,3096909.134,5.2,0,632.0145,Normal
1097,616077.109,3096908.135,5.2,0,632.014,Normal
1098,616077.067,3096907.135,5.2,0,632.0135,Normal
1099,616077.025,3096906.136,5.2,0,632.013,Normal
1100,616076.982,3096905.137,5.2,0,632.0125,Normal
1101,616076.94,3096904.138,5.2,0,632.012,Normal
1102,616076.898,3096903.139,5.2,0,632.0115,Normal
1103,616076.856,3096902.14,5.2,0,632.011,Normal
1104,616076.813,3096901.141,5.2,0,632.0105,Normal
1105,616076.771,3096900.142,5.2,0,632.01,Normal
1106,616076.729,3096899.143,5.2,0,632.0095,Normal
1107,616076.687,3096898.143,5.2,0,632.009,Normal
1108,616076.644,3096897.144,5.2,0,632.0085,Normal
1109,616076.602,3096896.145,5.2,0,632.008,Normal
1110,616076.56,3096895.146,5.2,0,632.0075,Normal
1111,616076.518,3096894.147,5.2,0,632.007,Normal
1112,616076.475,3096893.148,5.2,0,632.0065,Normal
1113,616076.433,3096892.149,5.2,0,632.006,Normal
1114,616076.391,3096891.15,5.2,0,632.0055,Normal
1115,616076.348,3096890.151,5.2,0,632.005,Normal
1116,616076.306,3096889.151,5.2,0,632.0045,Normal
1117,616076.264,3096888.152,5.2,0,632.004,Normal
1118,616076.222,3096887.153,5.2,0,632.0035,Normal
1119,616076.179,3096886.154,5.2,0,632.003,Normal
1120,616076.137,3096885.155,5.2,0,632.0025,Normal
1121,616076.095,3096884.156,5.2,0,632.002,Normal
1122,616076.053,3096883.157,5.2,0,632.0015,Normal
1123,616076.01,3096882.158,5.2,0,632.001,Normal
1124,616075.968,3096881.159,5.2,0,632.0005,Normal
1125,616075.926,3096880.16,5.2,0,632,Normal
1126,616075.884,3096879.16,5.2,0,631.9995,Normal
1127,616075.841,3096878.161,5.2,0,631.999,Normal
1128,616075.799,3096877.162,5.2,0,631.9985,Normal
1129,616075.757,3096876.163,5.2,0,631.998,Normal
1130,616075.715,3096875.164,5.2,0,631.9975,Normal
1131,616075.672,3096874.165,5.2,0,631.997,Normal
1132,616075.63,3096873.166,5.2,0,631.9965,Normal
1133,616075.588,3096872.167,5.2,0,631.996,Normal
1134,616075.546,3096871.168,5.2,0,631.9955,Normal
1135,616075.503,3096870.168,5.2,0,631.995,Normal
1136,616075.461,3096869.169,5.2,0,631.9945,Normal
1137,616075.419,3096868.17,5.2,0,631.994,Normal
1138,616075.377,3096867.171,5.2,0,631.9935,Normal
1139,616075.334,3096866.172,5.2,0,631.993,Normal
1140,616075.292,3096865.173,5.2,0,631.9925,Normal
1141,616075.25,3096864.174,5.2,0,631.992,Normal
1142,616075.207,3096863.175,5.2,0,631.9915,Normal
1143,616075.165,3096862.176,5.2,0,631.991,Normal
1144,616075.123,3096861.176,5.2,0,631.9905,Normal
1145,616075.081,3096860.177,5.2,0,631.99,Normal
1146,616075.038,3096859.178,5.2,0,631.9895,Normal
1147,616074.996,3096858.179,5.2,0,631.989,Normal
1148,616074.954,3096857.18,5.2,0,631.9885,Normal
1149,616074.912,3096856.181,5.2,0,631.988,Normal
1150,616074.869,3096855.182,5.2,0,631.9875,Normal
1151,616074.827,3096854.183,5.2,0,631.987,Normal
1152,616074.785,3096853.184,5.2,0,631.9865,Normal
1153,616074.743,3096852.185,5.2,0,631.986,Normal
1154,616074.7,3096851.185,5.2,0,631.9855,Normal
1155,616074.658,3096850.186,5.2,0,631.985,Normal
1156,616074.616,3096849.187,5.2,0,631.9845,Normal
1157,616074.574,3096848.188,5.2,0,631.984,Normal
1158,616074.531,3096847.189,5.2,0,631.9835,Normal
1159,616074.489,3096846.19,5.2,0,631.983,Normal
1160,616074.447,3096845.191,5.2,0,631.9825,Normal
1161,616074.405,3096844.192,5.2,0,631.982,Normal
1162,616074.362,3096843.193,5.2,0,631.9815,Normal
1163,616074.32,3096842.193,5.2,0,631.981,Normal
1164,616074.278,3096841.194,5.2,0,631.9805,Normal
1165,616074.236,3096840.195,5.2,0,631.98,Normal
1166,616074.193,3096839.196,5.2,0,631.9795,Normal
1167,616074.151,3096838.197,5.2,0,631.979,Normal
1168,616074.109,3096837.198,5.2,0,631.9785,Normal
1169,616074.067,3096836.199,5.2,0,631.978,Normal
1170,616074.024,3096835.2,5.2,0,631.9775,Normal
1171,616073.982,3096834.201,5.2,0,631.977,Normal
1172,616073.94,3096833.202,5.2,0,631.9765,Normal
1173,616073.897,3096832.202,5.2,0,631.976,Normal
1174,616073.855,3096831.203,5.2,0,631.9755,Normal
1175,616073.813,3096830.204,5.2,0,631.975,Normal
1176,616073.771,3096829.205,5.2,0,631.9745,Normal
1177,616073.728,3096828.206,5.2,0,631.974,Normal
1178,616073.686,3096827.207,5.2,0,631.9735,Normal
1179,616073.644,3096826.208,5.2,0,631.973,Normal
1180,616073.602,3096825.209,5.2,0,631.9725,Normal
1181,616073.559,3096824.21,5.2,0,631.972,Normal
1182,616073.517,3096823.21,5.2,0,631.9715,Normal
1183,616073.475,3096822.211,5.2,0,631.971,Normal
1184,616073.433,3096821.212,5.2,0,631.9705,Normal
1185,616073.39,3096820.213,5.2,0,631.97,Normal
1186,616073.348,3096819.214,5.2,0,631.9695,Normal
1187,616073.306,3096818.215,5.2,0,631.969,Normal
1188,616073.264,3096817.216,5.2,0,631.9685,Normal
1189,616073.221,3096816.217,5.2,0,631.968,Normal
1190,616073.179,3096815.218,5.2,0,631.9675,Normal
1191,616073.137,3096814.218,5.2,0,631.967,Normal
1192,616073.095,3096813.219,5.2,0,631.9665,Normal
1193,616073.052,3096812.22,5.2,0,631.966,Normal
1194,616073.01,3096811.221,5.2,0,631.9655,Normal
1195,616072.968,3096810.222,5.2,0,631.965,Normal
1196,616072.926,3096809.223,5.2,0,631.9645,Normal
1197,616072.883,3096808.224,5.2,0,631.964,Normal
1198,616072.841,3096807.225,5.2,0,631.9635,Normal
1199,616072.799,3096806.226,5.2,0,631.963,Normal
1200,616072.756,3096805.227,5.2,0,631.9625,Normal
1201,616072.714,3096804.227,5.2,0,631.962,Normal
1202,616072.672,3096803.228,5.2,0,631.9615,Normal
1203,616072.63,3096802.229,5.2,0,631.961,Normal
1204,616072.587,3096801.23,5.2,0,631.9605,Normal
1205,616072.545,3096800.231,5.2,0,631.96,Normal
1206,616072.503,3096799.232,5.2,0,631.9595,Normal
1207,616072.461,3096798.233,5.2,0,631.959,Normal
1208,616072.418,3096797.234,5.2,0,631.9585,Normal
1209,616072.376,3096796.235,5.2,0,631.958,Normal
1210,616072.334,3096795.235,5.2,0,631.9575,Normal
1211,616072.292,3096794.236,5.2,0,631.957,Normal
1212,616072.249,3096793.237,5.2,0,631.9565,Normal
1213,616072.207,3096792.238,5.2,0,631.956,Normal
1214,616072.165,3096791.239,5.2,0,631.9555,Normal
1215,616072.123,3096790.24,5.2,0,631.955,Normal
1216,616072.08,3096789.241,5.2,0,631.9545,Normal
1217,616072.038,3096788.242,5.2,0,631.954,Normal
1218,616071.996,3096787.243,5.2,0,631.9535,Normal
1219,616071.954,3096786.243,5.2,0,631.953,Normal
1220,616071.911,3096785.244,5.2,0,631.9525,Normal
1221,616071.869,3096784.245,5.2,0,631.952,Normal
1222,616071.827,3096783.246,5.2,0,631.9515,Normal
1223,616071.785,3096782.247,5.2,0,631.951,Normal
1224,616071.742,3096781.248,5.2,0,631.9505,Normal
1225,616071.7,3096780.249,5.2,0,631.95,Normal
1226,616071.658,3096779.25,5.2,0,631.9495,Normal
1227,616071.615,3096778.251,5.2,0,631.949,Normal
1228,616071.573,3096777.252,5.2,0,631.9485,Normal
1229,616071.531,3096776.252,5.2,0,631.948,Normal
1230,616071.489,3096775.253,5.2,0,631.9475,Normal
1231,616071.446,3096774.254,5.2,0,631.947,Normal
1232,616071.404,3096773.255,5.2,0,631.9465,Normal
1233,616071.362,3096772.256,5.2,0,631.946,Normal
1234,616071.32,3096771.257,5.2,0,631.9455,Normal
1235,616071.277,3096770.258,5.2,0,631.945,Normal
1236,616071.235,3096769.259,5.2,0,631.9445,Normal
1237,616071.193,3096768.26,5.2,0,631.944,Normal
1238,616071.151,3096767.26,5.2,0,631.9435,Normal
1239,616071.108,3096766.261,5.2,0,631.943,Normal
1240,616071.066,3096765.262,5.2,0,631.9425,Normal
1241,616071.024,3096764.263,5.2,0,631.942,Normal
1242,616070.982,3096763.264,5.2,0,631.9415,Normal
1243,616070.939,3096762.265,5.2,0,631.941,Normal
1244,616070.897,3096761.266,5.2,0,631.9405,Normal
1245,616070.855,3096760.267,5.2,0,631.94,Normal
1246,616070.813,3096759.268,5.2,0,631.9395,Normal
1247,616070.77,3096758.269,5.2,0,631.939,Normal
1248,616070.728,3096757.269,5.2,0,631.9385,Normal
1249,616070.686,3096756.27,5.2,0,631.938,Normal
1250,616070.644,3096755.271,5.2,0,631.9375,Normal
1251,616070.601,3096754.272,5.2,0,631.937,Normal
1252,616070.559,3096753.273,5.2,0,631.9365,Normal
1253,616070.517,3096752.274,5.2,0,631.936,Normal
1254,616070.474,3096751.275,5.2,0,631.9355,Normal
1255,616070.432,3096750.276,5.2,0,631.935,Normal
1256,616070.39,3096749.277,5.2,0,631.9345,Normal
1257,616070.348,3096748.277,5.2,0,631.934,Normal
1258,616070.305,3096747.278,5.2,0,631.9335,Normal
1259,616070.263,3096746.279,5.2,0,631.933,Normal
1260,616070.221,3096745.28,5.2,0,631.9325,Normal
1261,616070.179,3096744.281,5.2,0,631.932,Normal
1262,616070.136,3096743.282,5.2,0,631.9315,Normal
1263,616070.094,3096742.283,5.2,0,631.931,Normal
1264,616070.052,3096741.284,5.2,0,631.9305,Normal
1265,616070.01,3096740.285,5.2,0,631.93,Normal
1266,616069.967,3096739.285,5.2,0,631.9295,Normal
1267,616069.925,3096738.286,5.2,0,631.929,Normal
1268,616069.883,3096737.287,5.2,0,631.9285,Normal
1269,616069.841,3096736.288,5.2,0,631.928,Normal
1270,616069.798,3096735.289,5.2,0,631.9275,Normal
1271,616069.756,3096734.29,5.2,0,631.927,Normal
1272,616069.714,3096733.291,5.2,0,631.9265,Normal
1273,616069.672,3096732.292,5.2,0,631.926,Normal
1274,616069.629,3096731.293,5.2,0,631.9255,Normal
1275,616069.587,3096730.294,5.2,0,631.925,Normal
1276,616069.545,3096729.294,5.2,0,631.9245,Normal
1277,616069.503,3096728.295,5.2,0,631.924,Normal
1278,616069.46,3096727.296,5.2,0,631.9235,Normal
1279,616069.418,3096726.297,5.2,0,631.923,Normal
1280,616069.376,3096725.298,5.2,0,631.9225,Normal
1281,616069.333,3096724.299,5.2,0,631.922,Normal
1282,616069.291,3096723.3,5.2,0,631.9215,Normal
1283,616069.249,3096722.301,5.2,0,631.921,Normal
1284,616069.207,3096721.302,5.2,0,631.9205,Normal
1285,616069.164,3096720.302,5.2,0,631.92,Normal
1286,616069.122,3096719.303,5.2,0,631.9195,Normal
1287,616069.08,3096718.304,5.2,0,631.919,Normal
1288,616069.038,3096717.305,5.2,0,631.9185,Normal
1289,616068.995,3096716.306,5.2,0,631.918,Normal
1290,616068.953,3096715.307,5.2,0,631.9175,Normal
1291,616068.911,3096714.308,5.2,0,631.917,Normal
1292,616068.869,3096713.309,5.2,0,631.9165,Normal
1293,616068.826,3096712.31,5.2,0,631.916,Normal
1294,616068.784,3096711.31,5.2,0,631.9155,Normal
1295,616068.742,3096710.311,5.2,0,631.915,Normal
1296,616068.7,3096709.312,5.2,0,631.9145,Normal
1297,616068.657,3096708.313,5.2,0,631.914,Normal
1298,616068.615,3096707.314,5.2,0,631.9135,Normal
1299,616068.573,3096706.315,5.2,0,631.913,Normal
1300,616068.531,3096705.316,5.2,0,631.9125,Normal
1301,616068.488,3096704.317,5.2,0,631.912,Normal
1302,616068.446,3096703.318,5.2,0,631.9115,Normal
1303,616068.404,3096702.319,5.2,0,631.911,Normal
1304,616068.362,3096701.319,5.2,0,631.9105,Normal
1305,616068.319,3096700.32,5.2,0,631.91,Normal
1306,616068.277,3096699.321,5.2,0,631.9095,Normal
1307,616068.235,3096698.322,5.2,0,631.909,Normal
1308,616068.192,3096697.323,5.2,0,631.9085,Normal
1309,616068.15,3096696.324,5.2,0,631.908,Normal
1310,616068.108,3096695.325,5.2,0,631.9075,Normal
1311,616068.066,3096694.326,5.2,0,631.907,Normal
1312,616068.023,3096693.327,5.2,0,631.9065,Normal
1313,616067.981,3096692.327,5.2,0,631.906,Normal
1314,616067.939,3096691.328,5.2,0,631.9055,Normal
1315,616067.897,3096690.329,5.2,0,631.905,Normal
1316,616067.854,3096689.33,5.2,0,631.9045,Normal
1317,616067.812,3096688.331,5.2,0,631.904,Normal
1318,616067.77,3096687.332,5.2,0,631.9035,Normal
1319,616067.728,3096686.333,5.2,0,631.903,Normal
1320,616067.685,3096685.334,5.2,0,631.9025,Normal
1321,616067.643,3096684.335,5.2,0,631.902,Normal
1322,616067.601,3096683.336,5.2,0,631.9015,Normal
1323,616067.559,3096682.336,5.2,0,631.901,Normal
1324,616067.516,3096681.337,5.2,0,631.9005,Normal
1325,616067.474,3096680.338,5.2,0,631.9,Normal
1326,616067.432,3096679.339,5.2,0,631.8995,Normal
1327,616067.39,3096678.34,5.2,0,631.899,Normal
1328,616067.347,3096677.341,5.2,0,631.8985,Normal
1329,616067.305,3096676.342,5.2,0,631.898,Normal
1330,616067.263,3096675.343,5.2,0,631.8975,Normal
1331,616067.221,3096674.344,5.2,0,631.897,Normal
1332,616067.178,3096673.344,5.2,0,631.8965,Normal
1333,616067.136,3096672.345,5.2,0,631.896,Normal
1334,616067.094,3096671.346,5.2,0,631.8955,Normal
1335,616067.052,3096670.347,5.2,0,631.895,Normal
1336,616067.009,3096669.348,5.2,0,631.8945,Normal
1337,616066.967,3096668.349,5.2,0,631.894,Normal
1338,616066.925,3096667.35,5.2,0,631.8935,Normal
1339,616066.882,3096666.351,5.2,0,631.893,Normal
1340,616066.84,3096665.352,5.2,0,631.8925,Normal
1341,616066.798,3096664.352,5.2,0,631.892,Normal
1342,616066.756,3096663.353,5.2,0,631.8915,Normal
1343,616066.713,3096662.354,5.2,0,631.891,Normal
1344,616066.671,3096661.355,5.2,0,631.8905,Normal
1345,616066.629,3096660.356,5.2,0,631.89,Normal
1346,616066.587,3096659.357,5.2,0,631.8895,Normal
1347,616066.544,3096658.358,5.2,0,631.889,Normal
1348,616066.502,3096657.359,5.2,0,631.8885,Normal
1349,616066.46,3096656.36,5.2,0,631.888,Normal
1350,616066.418,3096655.361,5.2,0,631.8875,Normal
1351,616066.375,3096654.361,5.2,0,631.887,Normal
1352,616066.333,3096653.362,5.2,0,631.8865,Normal
1353,616066.291,3096652.363,5.2,0,631.886,Normal
1354,616066.249,3096651.364,5.2,0,631.8855,Normal
1355,616066.206,3096650.365,5.2,0,631.885,Normal
1356,616066.164,3096649.366,5.2,0,631.8845,Normal
1357,616066.122,3096648.367,5.2,0,631.884,Normal
1358,616066.08,3096647.368,5.2,0,631.8835,Normal
1359,616066.037,3096646.369,5.2,0,631.883,Normal
1360,616065.995,3096645.369,5.2,0,631.8825,Normal
1361,616065.953,3096644.37,5.2,0,631.882,Normal
1362,616065.911,3096643.371,5.2,0,631.8815,Normal
1363,616065.868,3096642.372,5.2,0,631.881,Normal
1364,616065.826,3096641.373,5.2,0,631.8805,Normal
1365,616065.784,3096640.374,5.2,0,631.88,Normal
1366,616065.741,3096639.375,5.2,0,631.8795,Normal
1367,616065.699,3096638.376,5.2,0,631.879,Normal
1368,616065.667,3096637.376,5.199,0,631.8785,Normal
1369,616065.673,3096636.376,5.199,0,631.878,Normal
1370,616065.68,3096635.376,5.199,0,631.8778,Normal
1371,616065.686,3096634.376,5.199,0,631.8776,Normal
1372,616065.692,3096633.376,5.199,0,631.8774,Normal
1373,616065.698,3096632.377,5.2,0,631.8772,Normal
1374,616065.705,3096631.377,5.2,0,631.877,Normal
1375,616065.711,3096630.377,5.2,0,631.8768,Normal
1376,616065.717,3096629.377,5.2,0,631.8766,Normal
1377,616065.723,3096628.377,5.2,0,631.8764,Normal
1378,616065.73,3096627.377,5.2,0,631.8762,Normal
1379,616065.73,3096626.377,5.2,0,631.876,Normal
1380,616065.73,3096625.377,5.2,0,631.8758,Normal
1381,616065.73,3096624.377,7.42,0,631.8756,Normal
1382,616065.73,3096623.377,9.847,0,631.8754,Normal
1383,616065.73,3096622.377,10.1,0,631.8752,Normal
1384,616065.73,3096621.868,10.206,0,631.875,Junction
